timestamp_utc,annotator,pair_key,id_query,id_dataset,main_resource,scope,supporting_field,quote,reason,relevance,notes
2026-09-07T15:01:21.458626+00:00,humano_2,100||ea0010587-emigraciones-de-extranjeros-al-extranjero-clasificadas-por-pais-de-destino-y-grupos-de-edad-identificador-api-t20-p307-a2007-l0-020922-px,100,ea0010587-emigraciones-de-extranjeros-al-extranjero-clasificadas-por-pais-de-destino-y-grupos-de-edad-identificador-api-t20-p307-a2007-l0-020922-px,inmigracion,,title,Emigraciones,subtype,true,
2026-09-07T15:02:38.209584+00:00,humano_2,94||u01200001-estudiantes-matriculados-por-residencia-familiar-grado-2024-2025,94,u01200001-estudiantes-matriculados-por-residencia-familiar-grado-2024-2025,Estudiantes,,,,generic,false,
2026-09-07T15:02:48.024183+00:00,humano_2,46||l02000014-gestion-de-residuos-epremasa1,46,l02000014-gestion-de-residuos-epremasa1,calidad del aire,,,,unrelated,false,
2026-09-07T15:02:57.429173+00:00,humano_2,16||ea0010587-usos-del-agua-reutilizada-por-comunidades-y-ciudades-autonomas-tipo-de-uso-y-periodo-identificador-api-53452,16,ea0010587-usos-del-agua-reutilizada-por-comunidades-y-ciudades-autonomas-tipo-de-uso-y-periodo-identificador-api-53452,agua,,title,agua reutilizada,direct_match,true,
2026-09-07T15:03:08.666739+00:00,humano_2,142||u01200001-estudiantes-matriculados-por-dedicacion-doctorado-2024-2025,142,u01200001-estudiantes-matriculados-por-dedicacion-doctorado-2024-2025,estudiantes,,title,Estudiantes,direct_match,true,
2026-09-07T15:03:25.165462+00:00,humano_2,71||a04003003-datos-covid-19-positividad-en-7-dias-illes-balears1,71,a04003003-datos-covid-19-positividad-en-7-dias-illes-balears1,covid,,title,COVID-19,direct_match,true,
2026-09-07T15:03:41.016930+00:00,humano_2,114||u02100001-acuerdos-de-movilidad-de-estudiantes-erasmus-y-sicue-curso-2020-2021-universidad-de-zaragoza1,114,u02100001-acuerdos-de-movilidad-de-estudiantes-erasmus-y-sicue-curso-2020-2021-universidad-de-zaragoza1,movilidad,,title,movilidad de estudiantes,subtype,true,
2026-09-07T15:04:12.393979+00:00,humano_2,24||e05073401-estadistica-de-personal-de-las-universidades-personal-docente-e-investigadorpdi-edad-de-la-plantilla-docente-resultados-por-universidades-edad-de-la-plantilla-docente-en-centros-propios-de-universidades-publicas-por-rama-de-ensenanza-y-sexo,24,e05073401-estadistica-de-personal-de-las-universidades-personal-docente-e-investigadorpdi-edad-de-la-plantilla-docente-resultados-por-universidades-edad-de-la-plantilla-docente-en-centros-propios-de-universidades-publicas-por-rama-de-ensenanza-y-sexo,universidades,,title,plantilla docente en centros propios de universidades públicas,subtype,true,"subtipe porque seria universidad, no cosas de la plantilla bla la"
2026-09-07T15:04:28.877123+00:00,humano_2,104||a05003423-uso-de-internet-segun-momento-ultimo-de-utilizacion-y-situaciones-laborales-en-canarias-2010,104,a05003423-uso-de-internet-segun-momento-ultimo-de-utilizacion-y-situaciones-laborales-en-canarias-2010,ipc,,,,unrelated,false,
2026-09-07T15:04:48.852155+00:00,humano_2,103||bienes_artisticos_ayuntamiento,103,bienes_artisticos_ayuntamiento,bienes de interes cultural,,title,Bienes histórico artísticos,direct_match,true,
2026-09-07T15:05:27.353547+00:00,humano_2,103||l01360577-comercios-de-artesania-puntos-de-interes-turistico1,103,l01360577-comercios-de-artesania-puntos-de-interes-turistico1,bienes de interes cultural,,,,generic,false,
2026-09-07T15:05:36.818967+00:00,humano_2,84||a04003003-estaciones-bombeo-abastecimiento-abaqua1,84,a04003003-estaciones-bombeo-abastecimiento-abaqua1,cnae,,,,unrelated,false,
2026-09-07T15:05:41.340915+00:00,humano_2,63||a04003003-depositos-abastecimiento-abaqua1,63,a04003003-depositos-abastecimiento-abaqua1,pib,,,,unrelated,false,
2026-09-07T15:05:52.939023+00:00,humano_2,101||l01280148-contratos-mayores-20181,101,l01280148-contratos-mayores-20181,contratos,,title,Contratos,direct_match,true,
2026-09-07T15:06:06.012746+00:00,humano_2,37||ea0042931-mercado-minorista-de-electricidad-2019t1,37,ea0042931-mercado-minorista-de-electricidad-2019t1,energia,,title,Mercado minorista de electricidad,subtype,true,
2026-09-07T15:06:11.608083+00:00,humano_2,92||l01140351-gestion-de-residuos-epremasa1,92,l01140351-gestion-de-residuos-epremasa1,gasolineras,,,,unrelated,false,
2026-09-07T15:06:31.289918+00:00,humano_2,141||a05003423-esquema-de-conceptos-de-medida-de-la-estadistica-de-crecimiento-vegetativo-en-canarias-istac-csm_c00042a,141,a05003423-esquema-de-conceptos-de-medida-de-la-estadistica-de-crecimiento-vegetativo-en-canarias-istac-csm_c00042a,curvas de nivel,,,,unrelated,false,
2026-09-07T15:06:46.714921+00:00,humano_2,41||l01140155-gestion-de-residuos-epremasa1,41,l01140155-gestion-de-residuos-epremasa1,aemet,,,,unrelated,false,
2026-09-07T15:06:56.303640+00:00,humano_2,104||a04003003-infraestructuras-abaqua1,104,a04003003-infraestructuras-abaqua1,ipc,,,,unrelated,false,
2026-09-07T15:07:22.915759+00:00,humano_2,5||a05003423-poblacion-de-16-y-mas-anos-en-viviendas-familiares-ocupada-que-ha-residido-fuera-del-municipio-segun-anos-de-llegada-a-los-municipios-sexos-y-situaciones-profesionales-municipios-por-islas-1-11-2001,5,a05003423-poblacion-de-16-y-mas-anos-en-viviendas-familiares-ocupada-que-ha-residido-fuera-del-municipio-segun-anos-de-llegada-a-los-municipios-sexos-y-situaciones-profesionales-municipios-por-islas-1-11-2001,municipios,,,,generic,false,
2026-09-07T15:07:31.717328+00:00,humano_2,141||l01080193-tipologias-de-las-placas-fotovoltaicas-municipales-en-la-ciudad-de-barcelona,141,l01080193-tipologias-de-las-placas-fotovoltaicas-municipales-en-la-ciudad-de-barcelona,curvas de nivel,,,,unrelated,false,
2026-09-07T15:07:54.217172+00:00,humano_2,45||l01280148-solicitudes-de-licencia-de-actividades-inocuas-2005-2016,45,l01280148-solicitudes-de-licencia-de-actividades-inocuas-2005-2016,incendios,,,,unrelated,false,
2026-09-07T15:08:06.640110+00:00,humano_2,54||l01140137-gestion-de-residuos-epremasa,54,l01140137-gestion-de-residuos-epremasa,residuos,,title,Gestión de residuos,direct_match,true,
2026-09-07T15:08:16.586945+00:00,humano_2,64||l01082798-farmacias1,64,l01082798-farmacias1,farmacias,,title,Farmacias,direct_match,true,
2026-09-07T15:08:22.899899+00:00,humano_2,148||a09002970-sistema-de-informacion-geografica-de-parcelas-agricolas-sigpac-de-la-comarca-de-anoia2018,148,a09002970-sistema-de-informacion-geografica-de-parcelas-agricolas-sigpac-de-la-comarca-de-anoia2018,pesca,,,,unrelated,false,
2026-09-07T15:08:33.539421+00:00,humano_2,31||ea0001302-estacion-meteorologica-sirena,31,ea0001302-estacion-meteorologica-sirena,clima,,title,Estación meteorológica,subtype,true,
2026-09-07T15:08:47.004262+00:00,humano_2,142||u01200001-estudiantes-nuevo-ingreso-master-2024-2025,142,u01200001-estudiantes-nuevo-ingreso-master-2024-2025,estudiantes,,title,Estudiantes,direct_match,true,
2026-09-07T15:09:19.709285+00:00,humano_2,90||l03380010-puntos-de-interes,90,l03380010-puntos-de-interes,restaurantes,,,,unrelated,false,
2026-09-07T15:09:31.503574+00:00,humano_2,141||ea0010587-maximo-nivel-de-dificultad-para-realizar-alguna-actividad-del-hogar-segun-sexo-grupo-de-edad-y-nivel-de-estudios-poblacion-de-55-y-mas-anos-identificador-api-47766,141,ea0010587-maximo-nivel-de-dificultad-para-realizar-alguna-actividad-del-hogar-segun-sexo-grupo-de-edad-y-nivel-de-estudios-poblacion-de-55-y-mas-anos-identificador-api-47766,curvas de nivel,,,,unrelated,false,
2026-09-07T15:09:44.518907+00:00,humano_2,49||a04003003-calendario-laboral-general-y-local-illes-balears-20241,49,a04003003-calendario-laboral-general-y-local-illes-balears-20241,calendario laboral,,title,Calendario Laboral,direct_match,true,
2026-09-07T15:09:50.766083+00:00,humano_2,19||presupuesto-comparativo-de-gastos-2018,19,presupuesto-comparativo-de-gastos-2018,presupuestos,,title,Presupuesto,direct_match,true,
2026-09-07T15:16:36.941540+00:00,humano_2,103||a06004074-turismo-cultural,103,a06004074-turismo-cultural,cultural,,title,Turismo cultural,subtype,true,
2026-09-07T15:16:44.678984+00:00,humano_2,40||l02000047-cajeros-moviles,40,l02000047-cajeros-moviles,transporte,,,,unrelated,false,
2026-09-07T15:17:08.461967+00:00,humano_2,65||calendario-de-ferias-y-exposiciones-en-aragon-2019,65,calendario-de-ferias-y-exposiciones-en-aragon-2019,calendario,,title,Calendario de ferias y exposiciones,subtype,true,"no sé, ""calndario"" es super generico..."
2026-09-07T15:20:36.532084+00:00,humano_2,82||l02000020-bienes-inmuebles-de-naturaleza-urbana-orio,82,l02000020-bienes-inmuebles-de-naturaleza-urbana-orio,patrimonio,,title,Bienes Inmuebles de Naturaleza Urbana,subtype,true,
2026-09-07T15:20:42.672310+00:00,humano_2,114||l01360577-pistas-atletismo-instalaciones-deportivas,114,l01360577-pistas-atletismo-instalaciones-deportivas,movilidad,,,,unrelated,false,
2026-09-07T15:21:04.343888+00:00,humano_2,135||i00000687-iniciativas-tsjc-2010-vii-legislatura,135,i00000687-iniciativas-tsjc-2010-vii-legislatura,justicia,,title,Iniciativas TSJC - 2010 - VII Legislatura,subtype,true,
2026-09-07T15:21:15.215586+00:00,humano_2,80||deportes-instalaciones,80,deportes-instalaciones,deporte,,title,Instalaciones deportivas,subtype,true,
2026-09-07T15:21:33.895536+00:00,humano_2,1||ea0010587-altas-hospitalarias-segun-el-sexo-el-grupo-de-edad-la-provincia-comunidad-y-ciudad-autonoma-de-hospitalizacion-identificador-api-66354,1,ea0010587-altas-hospitalarias-segun-el-sexo-el-grupo-de-edad-la-provincia-comunidad-y-ciudad-autonoma-de-hospitalizacion-identificador-api-66354,aulas hospitalarias,,,,generic,false,
2026-09-07T15:21:43.005372+00:00,humano_2,11||l01280148-sanciones-infraccion-omt-2-trimestre-20201,11,l01280148-sanciones-infraccion-omt-2-trimestre-20201,multas,,title,Sanciones,direct_match,true,
2026-09-07T15:22:10.158165+00:00,humano_2,26||a05003423-victimas-heridas-en-accidentes-de-circulacion-por-lugar-del-accidente-provincias-de-canarias-y-anos,26,a05003423-victimas-heridas-en-accidentes-de-circulacion-por-lugar-del-accidente-provincias-de-canarias-y-anos,accidentes,,title,Víctimas heridas en accidentes de circulación,subtype,true,
2026-09-07T15:22:17.313779+00:00,humano_2,98||a04003003-actuaciones-gestion-saneamiento-depuracion-programa-medidas-abaqua1,98,a04003003-actuaciones-gestion-saneamiento-depuracion-programa-medidas-abaqua1,centros de salud,,,,unrelated,false,
2026-09-07T15:22:29.347476+00:00,humano_2,55||a04027063-conceptos-operacionales-de-los-vinos-de-calidad-de-las-illes-balears-ibestat-cso_000274a,55,a04027063-conceptos-operacionales-de-los-vinos-de-calidad-de-las-illes-balears-ibestat-cso_000274a,dgt,,,,unrelated,false,
2026-09-07T15:22:38.100391+00:00,humano_2,57||a05003423-viajes-en-periodos-vacacionales-segun-destinos-sexos-y-grupos-de-edad-canarias-2004,57,a05003423-viajes-en-periodos-vacacionales-segun-destinos-sexos-y-grupos-de-edad-canarias-2004,festivos,,title,Viajes en periodos vacacionales,subtype,true,
2026-09-07T15:22:42.876975+00:00,humano_2,89||l01140121-gestion-de-residuos-epremasa1,89,l01140121-gestion-de-residuos-epremasa1,cancer,,,,unrelated,false,
2026-09-07T15:22:52.749667+00:00,humano_2,135||personal_administracion_justicia,135,personal_administracion_justicia,justicia,,title,Personal de la Administración de Justicia,subtype,true,
2026-09-07T15:23:00.080853+00:00,humano_2,21||l01280148-subvenciones-2022,21,l01280148-subvenciones-2022,subvenciones,,title,Subvenciones,direct_match,true,
2026-09-07T15:23:06.186496+00:00,humano_2,19||a01002820-presupuesto-de-la-comunidad-autonoma-de-andalucia-ano-2020,19,a01002820-presupuesto-de-la-comunidad-autonoma-de-andalucia-ano-2020,presupuestos,,title,Presupuesto,direct_match,true,
2026-09-07T15:23:15.269619+00:00,humano_2,70||ea0010587-c-inteligencia-artificial-identificador-api-59913,70,ea0010587-c-inteligencia-artificial-identificador-api-59913,inteligencia artificial,,title,Inteligencia artificial,direct_match,true,
2026-09-07T15:23:26.372564+00:00,humano_2,54||l02000014-gestion-de-residuos-epremasa1,54,l02000014-gestion-de-residuos-epremasa1,residuos,,title,Gestión de residuos,direct_match,true,
2026-09-07T15:23:31.255152+00:00,humano_2,55||l01290672-trabajo,55,l01290672-trabajo,dgt,,,,unrelated,false,
2026-09-07T15:23:42.482092+00:00,humano_2,39||a02002834-fechas-de-aprobaciones-y-publicaciones-de-plantillas-de-personal-de-entidades-publicas1,39,a02002834-fechas-de-aprobaciones-y-publicaciones-de-plantillas-de-personal-de-entidades-publicas1,empleo,,title,Plantillas de Personal de entidades públicas,subtype,true,
2026-09-07T15:23:49.374849+00:00,humano_2,70||l01030092-bajas-en-padron,70,l01030092-bajas-en-padron,inteligencia artificial,,,,unrelated,false,
2026-09-07T15:23:54.396115+00:00,humano_2,104||ea0010587-ponderaciones-de-subgrupos-ipca-identificador-api-51068,104,ea0010587-ponderaciones-de-subgrupos-ipca-identificador-api-51068,ipc,,,,unrelated,false,
2026-09-07T15:23:58.225369+00:00,humano_2,51||a04003003-red-hidrografica-provisional,51,a04003003-red-hidrografica-provisional,paro,,,,unrelated,false,
2026-09-07T15:24:08.322192+00:00,humano_2,14||a05003423-poblacion-total-segun-tiempo-transcurrido-desde-la-ultima-consulta-de-medicina-general-en-un-centro-de-salud-del-servicio-canario-de-la-salud-grandes-comarcas-de-canarias-2009-2015-2021,14,a05003423-poblacion-total-segun-tiempo-transcurrido-desde-la-ultima-consulta-de-medicina-general-en-un-centro-de-salud-del-servicio-canario-de-la-salud-grandes-comarcas-de-canarias-2009-2015-2021,salud,,title,tiempo transcurrido desde la última consulta de medicina general,subtype,true,
2026-09-07T15:24:17.583745+00:00,humano_2,3||a05003423-viviendas-segun-numero-de-telefonos-y-tamano-del-hogar-en-canarias-2006,3,a05003423-viviendas-segun-numero-de-telefonos-y-tamano-del-hogar-en-canarias-2006,Viviendas,,title,Viviendas según número de teléfonos,subtype,true,
2026-09-07T15:24:45.740610+00:00,humano_2,40||l01080193-tipologia-del-parque-de-vehiculos-de-la-ciudad-de-barcelona,40,l01080193-tipologia-del-parque-de-vehiculos-de-la-ciudad-de-barcelona,transporte,,title,Padrón de vehículos,subtype,true,
2026-09-07T15:24:56.204170+00:00,humano_2,86||i00000687-miembros-de-la-comision-agricultura-ganaderia-pesca-y-alimentacion-vii-legislatura,86,i00000687-miembros-de-la-comision-agricultura-ganaderia-pesca-y-alimentacion-vii-legislatura,agricultura,,title,Miembros de la comisión - Agricultura,subtype,true,
2026-09-07T15:25:03.133441+00:00,humano_2,131||ocio-y-diversion,131,ocio-y-diversion,playas,,,,generic,false,
2026-09-07T15:25:08.762479+00:00,humano_2,34||ea0042931-mercado-minorista-de-electricidad-2012t3,34,ea0042931-mercado-minorista-de-electricidad-2012t3,instaladores gas,,,,unrelated,false,
2026-09-07T15:25:12.528635+00:00,humano_2,63||l01140734-gestion-de-residuos-epremasa1,63,l01140734-gestion-de-residuos-epremasa1,pib,,,,unrelated,false,
2026-09-07T15:25:24.776039+00:00,humano_2,95||l01080193-estimacion-del-precio-de-venta-de-la-ciudad-de-barcelona-serie-anual-del-precio-m2-de-venta-de-las-viviendas-de-segunda-mano-por-barrios-2007-2011-tasa-de-variacion-interanual-cambio-de-fuente,95,l01080193-estimacion-del-precio-de-venta-de-la-ciudad-de-barcelona-serie-anual-del-precio-m2-de-venta-de-las-viviendas-de-segunda-mano-por-barrios-2007-2011-tasa-de-variacion-interanual-cambio-de-fuente,ventas,Estimación del precio de venta de la ciudad de Barcelona.,title,Estimación del precio de venta de la ciudad de Barcelona,subtype,true,
2026-09-07T15:25:29.871734+00:00,humano_2,90||l01030092-bajas-en-padron,90,l01030092-bajas-en-padron,restaurantes,,,,unrelated,false,
2026-09-07T15:25:35.337526+00:00,humano_2,35||l01140116-asociaciones-registradas1,35,l01140116-asociaciones-registradas1,asociaciones,,title,Asociaciones,direct_match,true,
2026-09-07T15:25:40.365309+00:00,humano_2,112||l01140348-mercados-municipales1,112,l01140348-mercados-municipales1,barrios,,,,unrelated,false,
2026-09-07T15:25:46.610837+00:00,humano_2,45||l03380010-red-de-incendios,45,l03380010-red-de-incendios,incendios,,title,red de incendios,direct_match,true,
2026-09-07T15:25:59.186295+00:00,humano_2,86||ea0010587-distribucion-de-la-superficie-de-agricultura-ecologica-certificada-calificada-y-o-en-periodo-de-conversion-identificador-api-t01-p044-a2016-ccaa05-l0-0902-px,86,ea0010587-distribucion-de-la-superficie-de-agricultura-ecologica-certificada-calificada-y-o-en-periodo-de-conversion-identificador-api-t01-p044-a2016-ccaa05-l0-0902-px,agricultura,,title,Distribución de la superficie de agricultura ecológica certificada,subtype,true,
2026-09-07T15:26:09.348065+00:00,humano_2,57||calendario-de-festivos-en-comunidad-de-aragon-2015,57,calendario-de-festivos-en-comunidad-de-aragon-2015,festivos,,title,Calendario de festivos,direct_match,true,
2026-09-07T15:34:05.175186+00:00,humano_2,116||l01330045-presupuestos-2022-f-m-cultura,116,l01330045-presupuestos-2022-f-m-cultura,cultura,,title,Cultura,subtype,true,
2026-09-07T15:34:12.721586+00:00,humano_2,127||l01140155-asociaciones-registradas1,127,l01140155-asociaciones-registradas1,fundaciones,,title,Asociaciones,subtype,true,
2026-09-07T15:34:27.096195+00:00,humano_2,59||l01140023-adjudicatarios-de-suministros1,59,l01140023-adjudicatarios-de-suministros1,licitaciones,,description,adjudicatarios de licitaciones correspondientes a suministros,subtype,true,
2026-09-07T15:34:38.973730+00:00,humano_2,39||a02002834-datos-de-anuncios-de-oposiciones-y-ofertas-de-empleo-publico,39,a02002834-datos-de-anuncios-de-oposiciones-y-ofertas-de-empleo-publico,empleo,,title,ofertas de empleo público,direct_match,true,
2026-09-07T15:34:46.496280+00:00,humano_2,34||l01140478-gestion-de-residuos-epremasa1,34,l01140478-gestion-de-residuos-epremasa1,instaladores gas,,,,unrelated,false,
2026-09-07T15:34:51.688352+00:00,humano_2,53||l01081691-calendaris-de-dies-festius,53,l01081691-calendaris-de-dies-festius,futbol,,,,unrelated,false,
2026-09-07T15:35:04.310917+00:00,humano_2,104||a04027063-esquema-de-conceptos-de-medidas-de-indices-de-precios-de-consumo-ipc-ibestat-csm_r00020a_ipc,104,a04027063-esquema-de-conceptos-de-medidas-de-indices-de-precios-de-consumo-ipc-ibestat-csm_r00020a_ipc,ipc,,title,Preus de Consum (IPC),direct_match,true,
2026-09-07T15:35:22.446298+00:00,humano_2,4||ea0010587-actividades-innovadoras-en-el-periodo-2020-2022-empresas-por-tipo-de-financiacion-privada-por-rama-de-actividad-y-tamano-de-la-empresa-identificador-api-61313,4,ea0010587-actividades-innovadoras-en-el-periodo-2020-2022-empresas-por-tipo-de-financiacion-privada-por-rama-de-actividad-y-tamano-de-la-empresa-identificador-api-61313,empresas,,title,"Actividades innovadoras en el período 2020-2022: Empresas por tipo de financiación privada, por rama de actividad y tamaño de la empresa",subtype,true,
2026-09-07T15:35:27.926519+00:00,humano_2,105||l01280148-inventario-patrimonio-municipal-bienes-inmuebles-1991,105,l01280148-inventario-patrimonio-municipal-bienes-inmuebles-1991,libros,,,,unrelated,false,
2026-09-07T15:35:37.226783+00:00,humano_2,22||ea0010587-poblacion-segun-comunidad-autonoma-y-provincia-y-sexo-identificador-api-73024,22,ea0010587-poblacion-segun-comunidad-autonoma-y-provincia-y-sexo-identificador-api-73024,provincias,,title,Población según comunidad autónoma y provincia y sexo,subtype,true,
2026-09-07T15:35:44.911974+00:00,humano_2,95||l01140121-mercados-municipales,95,l01140121-mercados-municipales,ventas,,,,generic,false,
2026-09-07T15:35:57.003395+00:00,humano_2,74||ea0010587-p-i-b-a-precios-de-mercado-y-valor-anadido-bruto-a-precios-basicos-precios-corrientes-por-comunidades-y-ciudades-autonomas-ramas-de-actividad-y-periodo-identificador-api-67286,74,ea0010587-p-i-b-a-precios-de-mercado-y-valor-anadido-bruto-a-precios-basicos-precios-corrientes-por-comunidades-y-ciudades-autonomas-ramas-de-actividad-y-periodo-identificador-api-67286,precio,,title,P.I.B. a precios de mercado,subtype,true,
2026-09-07T15:36:37.136563+00:00,humano_2,71||a05003423-estancias-causadas-en-hospitales-de-canarias-segun-diagnosticos-principales-sexos-y-grupos-de-edad-2014,71,a05003423-estancias-causadas-en-hospitales-de-canarias-segun-diagnosticos-principales-sexos-y-grupos-de-edad-2014,covid,,,,unrelated,false,
2026-09-07T15:36:45.449260+00:00,humano_2,6||a05003423-viajes-en-periodos-vacacionales-segun-destinos-por-comarcas-2004,6,a05003423-viajes-en-periodos-vacacionales-segun-destinos-por-comarcas-2004,turismo,,title,Viajes en periodos vacacionales,subtype,true,
2026-09-07T15:36:54.602338+00:00,humano_2,39||a05003423-clasificacion-de-situaciones-en-el-empleo-istac-cl_situacion_empleo,39,a05003423-clasificacion-de-situaciones-en-el-empleo-istac-cl_situacion_empleo,empleo,,title,Clasificación de situaciones en el empleo,subtype,true,
2026-09-07T15:37:02.056426+00:00,humano_2,83||l01140689-asociaciones-registradas1,83,l01140689-asociaciones-registradas1,cooperativas,,title,Asociaciones,subtype,true,
2026-09-07T15:37:16.807145+00:00,humano_2,131||censo_clasificacion_zonas_bano,131,censo_clasificacion_zonas_bano,playas,,,,insufficient_evidence,false,
2026-09-07T15:37:23.786647+00:00,humano_2,131||a04003003-playa-duna-albufera,131,a04003003-playa-duna-albufera,playas,,title,Playa,direct_match,true,
2026-09-07T15:37:27.891699+00:00,humano_2,55||ea0001302-tiempo-de-acceso-terminal-berge,55,ea0001302-tiempo-de-acceso-terminal-berge,dgt,,,,unrelated,false,
2026-09-07T15:37:37.420544+00:00,humano_2,142||oai-zaguan-unizar-es-70144,142,oai-zaguan-unizar-es-70144,estudiantes,,title,estudiantes ERASMUS y SICUE,subtype,true,
2026-09-07T15:37:47.210112+00:00,humano_2,101||renta-mensual-media-contratos-alquiler-libre-vivienda-habitual-colectiva-contrato-vivienda-habitual-territorio-historico-y-tamano-del-municipio-trimestre-inicio-del-contrato-eurosmes,101,renta-mensual-media-contratos-alquiler-libre-vivienda-habitual-colectiva-contrato-vivienda-habitual-territorio-historico-y-tamano-del-municipio-trimestre-inicio-del-contrato-eurosmes,contratos,,title,contratos de alquiler,subtype,true,
2026-09-07T15:37:52.046533+00:00,humano_2,139||l01280148-cementerios1,139,l01280148-cementerios1,arqueologia,,,,unrelated,false,
2026-09-07T15:37:57.217213+00:00,humano_2,62||l01140538-gestion-de-residuos-epremasa1,62,l01140538-gestion-de-residuos-epremasa1,embalses,,,,unrelated,false,
2026-09-07T15:38:01.090451+00:00,humano_2,63||l01140327-gestion-de-residuos-epremasa1,63,l01140327-gestion-de-residuos-epremasa1,pib,,,,unrelated,false,
2026-09-07T15:38:10.830495+00:00,humano_2,148||a05003423-esquema-de-conceptos-de-medida-de-la-recopilacion-de-estadisticas-de-pesca-en-canarias-istac-csm_c00106a,148,a05003423-esquema-de-conceptos-de-medida-de-la-recopilacion-de-estadisticas-de-pesca-en-canarias-istac-csm_c00106a,pesca,,title,Estadísticas de Pesca,direct_match,true,
2026-09-07T15:38:20.770348+00:00,humano_2,3||a05003423-viviendas-segun-tipos-de-ordenador-y-tipos-de-familia-en-canarias-2006,3,a05003423-viviendas-segun-tipos-de-ordenador-y-tipos-de-familia-en-canarias-2006,vivienda,,title,Viviendas según tipos de ordenador y tipos de familia,subtype,true,
2026-09-07T15:38:28.128369+00:00,humano_2,58||1923451,58,1923451,delitos,,title,Delitos contra la propiedad intelectual,direct_match,true,
2026-09-07T15:38:37.720817+00:00,humano_2,31||a04003003-datos-meteorologicos-estacion-son-real-20231,31,a04003003-datos-meteorologicos-estacion-son-real-20231,clima,,title,Datos Meteorológicos,direct_match,true,
2026-09-07T15:38:44.298283+00:00,humano_2,6||a05003423-distribucion-de-turistas-en-intervalos-de-gastos-medios-segun-grupos-de-edades-o-sexos-islas-de-canarias-y-periodos,6,a05003423-distribucion-de-turistas-en-intervalos-de-gastos-medios-segun-grupos-de-edades-o-sexos-islas-de-canarias-y-periodos,turismo,,title,Distribución de turistas,direct_match,true,
2026-09-07T15:39:06.181390+00:00,humano_2,32||ea0042931-indice-mibgas1,32,ea0042931-indice-mibgas1,gas,,description,Informe de supervisión del mercado mayorista y aprovisionamiento de gas,subtype,true,
